team_id,team_name,team_seed,team_region,playin_flag,team_alive,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,win_odds,timestamp
2294,Iowa,7,South,false,true,true,0.623859883167,0.138469290364,0.0975011551592,0.0362129081399,0.0111805701871,0.00246475404512,404.719995461,2015-03-19 22:23:00.910000
2166,Davidson,10,South,false,true,true,0.376140116833,0.0567039212027,0.0357181538806,0.0107401967228,0.00261819055096,0.000450873788807,2216.9155782,2015-03-19 22:23:00.910000
2250,Gonzaga,2,South,false,true,true,0.974276799349,0.799684775114,0.652315593608,0.330840181719,0.127010835335,0.035171002334,27.4325135378,2015-03-19 22:23:00.910000
2449,North Dakota State,15,South,false,true,true,0.0257232006508,0.00514201331911,0.0016356637415,0.000163085281854,0.000012503603045,0.000000671249379937,1489758.2905,2015-03-19 22:23:00.910000
222,Villanova,1,East,false,true,true,1,0.879132052029,0.758186414531,0.534992215913,0.362544480809,0.154655975132,5.46596420956,2015-03-19 22:23:00.910000
322,Lafayette,16,East,false,false,true,0,0,0,0,0,0,--,2015-03-19 22:23:00.910000
152,North Carolina State,8,East,false,true,true,0.589299423188,0.0807933732167,0.0432770465669,0.0145837574444,0.00532002825568,0.000954599161175,1046.56010761,2015-03-19 22:23:00.910000
99,LSU,9,East,false,true,true,0.410700576812,0.0400745747546,0.018629956137,0.00517797640793,0.00172398420599,0.000276548004467,3615.00873573,2015-03-19 22:23:00.910000
2460,Northern Iowa,5,East,false,true,true,0.752684555768,0.424877553315,0.0826975024993,0.0289399061652,0.0118930632157,0.00248335268584,401.681425681,2015-03-19 22:23:00.910000
2751,Wyoming,12,East,false,true,true,0.247315444232,0.0824867912939,0.00511975213392,0.000728303606956,0.000133187963754,0.0000103820994595,96318.6320649,2015-03-19 22:23:00.910000
97,Louisville,4,East,false,true,true,0.744975249321,0.409111523873,0.0874397673552,0.0328205263442,0.0152138490962,0.00373388172057,266.81780325,2015-03-19 22:23:00.910000
