objectid,shape_leng,shape_area,gis_id,featurecod,descriptio,capturedat,captureyea,captureact
465,80.777124455350886,380.331696938951211,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
466,69.810353637812682,297.028327095711177,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
467,292.399891301486434,4852.985968202046934,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
468,91.143163406581039,470.102829580449509,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
469,131.351665365841313,1007.691538609601366,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
470,58.315342691599866,211.828859964511679,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
471,103.746603032149167,407.579439459409912,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
472,136.033130702938195,581.421068448374967,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
473,57.322289143508307,204.304400491430869,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
474,87.292474076498323,312.521060026592181,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
475,44.975044833004830,109.267850508960606,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
476,28.094456467632597,44.863683020424290,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
477,42.297292969210496,105.018977466692249,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
478,100.946170860651563,447.946044051980380,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
479,118.131411711047406,278.131149081492993,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
480,296.984715764747193,4831.587050968491894,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
481,107.158166986857424,614.590532535233251,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
482,30.352917502157062,57.136311019115837,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
483,38.307053603848686,86.513279482500806,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
484,371.387885838246859,5770.415760529109320,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
485,31.452565110600432,53.992648495924783,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
486,110.128815957911371,670.454177917110997,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
487,82.454288181835182,398.422413951401495,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
488,61.431464021571898,203.221250452634962,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
489,299.716548044300851,5439.703590026059828,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
490,308.647699177865263,5832.661400520413736,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
491,46.061307695214687,130.242761462238633,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
492,102.922620092180168,629.642902033126688,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
493,48.537143048977740,149.640094994214110,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
494,28.172858483893584,52.815690508900701,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
495,153.724646114849691,1210.800595855780784,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
496,70.627747794501673,230.568472417004557,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
497,138.532679062042092,1188.853095567764512,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
498,415.921799283527662,3951.431992006657765,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
499,77.680763031753457,309.745923973972538,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
500,284.457234111933531,1853.597624958215420,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
501,35.633038779974335,76.536364038024161,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
502,48.549540165155534,138.266329514999853,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
503,312.128929080772195,5500.105789742134220,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
504,117.649894132398899,754.319892033639348,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
505,59.970780440642599,221.987321962824723,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
506,58.047301848321752,129.225688522039150,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
507,24.454970295629135,38.682986506857560,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
508,42.928773410793440,112.534334484686966,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
509,77.343944349461438,372.019015012691398,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
510,125.493066125657762,1067.581472544992494,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
511,105.058175453665555,652.972891477608982,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
512,75.970452900427944,134.660402043676697,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
513,52.635218628287454,122.902131495012100,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
514,37.238196637662611,70.718907504253764,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
515,51.978377717816379,167.594125995043839,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
516,30.375393100305786,53.403885999344226,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
517,28.818197928714369,55.418391005812978,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
518,96.993493765977888,578.799102037670082,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
519,26.585268078953792,39.593692003017097,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
520,105.054205038738530,611.825338573763702,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
521,34.151898407296329,72.875833459937667,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
522,36.044372583065879,86.483812015774575,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
523,263.081668155826605,3776.829874257434312,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
524,284.030066705096715,2568.626471032730478,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
525,52.617180747714528,190.507447960235965,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
526,98.381051035359036,416.212701511575347,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
527,97.394381303828183,583.961616412736021,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
528,97.402925968012127,582.832494505602881,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
529,34.985857894209516,76.366493996656459,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
530,97.660964479063267,586.581178963381262,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
531,169.805016770313699,779.422586465617883,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
532,110.513521407235189,749.630015994193855,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
533,61.165387509177350,242.058056063942473,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
534,392.295495413341541,9219.507317181074541,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
535,105.468003251011993,651.079940494942093,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
536,113.869470628159362,711.163055405453406,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
537,130.760642124924800,1055.509139132004748,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
538,96.761920441457022,424.256281969865483,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
539,114.385841920126666,666.348829981626977,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
540,45.001300846841211,112.574710992644668,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
541,56.808876363765314,144.079134517849127,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
542,113.030537878987701,750.698006016221939,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
543,113.477215908196811,757.658437611116142,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
544,110.536840914876052,679.902956067405853,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
545,43.732664031952901,103.041643018116403,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
546,126.462296271788503,703.126315000986096,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
547,168.514970357042472,1791.638520554056868,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
548,53.812925366773399,142.512983987984427,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
549,410.167026164133972,7443.461670152619263,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
550,53.057298171634827,162.577101444021650,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
551,96.372741795305885,557.058381467802633,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
552,71.726516698101165,267.060138982639160,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
553,58.649790941263802,210.235109953486699,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
554,99.175550373881237,482.173356480741631,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
555,139.760075389145584,276.479824525652589,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
556,63.943719060626904,216.144174012439919,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
557,45.239117456166987,127.313874471547933,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
558,65.552881501037618,229.388216463114219,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
559,117.131136556736635,482.831499502795680,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
560,57.369658492960880,186.700667501129658,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
561,60.287352362278135,147.188478505213936,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
562,44.931519076593140,109.685161503478355,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
563,184.825813952824547,1988.458726025486158,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
564,316.331880295174074,3794.772116505439953,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
565,94.710949711713340,370.251859499085924,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
566,98.267192735012998,615.625937549648825,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
567,94.601251962921879,203.856051534663948,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
568,38.322450128361794,95.424831506672632,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
569,36.851421405856662,89.134638548159387,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
570,54.767032109904598,168.746858950748276,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
571,203.673024761127692,444.906237969063170,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
572,36.571518199429804,83.586277034112015,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
573,37.673210014054796,56.582639509833932,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
574,111.497834319069625,744.752640540243760,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
575,149.273036138752303,1190.081639405199894,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
576,131.413133907001566,925.190297476400929,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
577,55.424748899221242,190.666323469590338,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
578,104.653375765257096,623.954017550338108,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
579,137.442775192761275,1013.652695025163098,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
580,83.272914349311804,432.551837514993167,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
581,56.236326887837578,224.949887522966776,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
582,33.027160224709633,60.706592490407900,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
583,77.829473235063844,325.425287521848077,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
584,854.810858137345008,3284.558296083219830,,3160,Track,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
585,167.035881830946835,1714.330997240713486,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
586,55.916112171477202,186.798964004890678,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
587,48.656094943866023,125.560362009713160,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
588,79.815716048101308,407.532932552025784,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
589,53.821803166335734,181.323922985449855,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
590,137.271747013749717,903.396954014580615,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
591,75.708820512230758,323.349636016171360,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
592,362.365665675941102,7692.305874587668768,,3140,Football Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
593,244.265969544996011,3498.138554496961206,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
594,76.550248536637611,351.512435509323723,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
595,243.134647198991416,3647.553626057369911,,3150,Soccer Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
596,45.365901460610353,124.785069481588195,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
597,256.247411668784480,3520.839345531422623,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
598,80.886237510932645,383.866299001252855,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
599,283.762473232547620,5378.987188999199134,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
600,44.038767464531375,121.183954984502947,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
601,41.606672525682860,113.503644517789056,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
602,101.567902569832569,612.332179890481484,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
603,119.135786892836208,865.336846575999630,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
604,133.534978649028773,1122.793094998244896,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
605,103.982618825851773,649.644097540917073,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
606,204.462258741032826,2399.985696916059169,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
607,55.475278948662641,222.043935533459887,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
608,66.913805490122400,226.218982914718822,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
609,86.501694918786242,439.458492377064829,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
610,125.597099618051530,894.580072926182993,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
611,503.252799054038121,480.862451984753534,,3160,Track,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
612,80.021411423335692,309.142543528594672,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
613,616.843032990047163,11871.270830946987189,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
614,161.772766327405066,872.586010965429182,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
615,72.151198409476251,289.210772024713378,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
616,54.920195389716582,114.551230026741024,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
617,85.859007418668497,285.570661562401256,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
618,93.727466001976438,534.929384509428019,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
619,83.842508859756933,411.004570995675863,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
620,50.828883267626438,139.495599509317913,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
621,71.022158110159339,227.784018443437532,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
622,234.619622996946646,2948.413474932543522,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
623,94.053031190549376,533.128610413533124,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
624,139.527341869807458,826.004157516370242,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
625,108.007779515095990,346.268482423774856,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
626,97.121491339080805,565.126760482921100,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
627,132.687780000836142,864.983090399547450,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
628,51.882444710218060,157.860616015522197,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
629,100.700741500533354,681.049303965927606,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
630,83.249224092664306,419.115147493639029,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
631,111.379487276295919,692.056874572965285,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
632,57.983362382726938,206.081089015058865,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
633,37.292446786602930,82.806452519257221,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
634,79.537187705484996,364.197765569062653,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
635,50.140515842370434,110.214630006410999,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
636,126.251102867283166,977.839603464129596,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
637,86.266574900250305,106.478683999494081,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
638,229.293791363035183,3286.001616187124000,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
639,45.708704726575263,99.351929001276844,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
640,116.051008908722920,722.998930087661051,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
641,30.300511550113903,33.315956010263655,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
642,46.319829563800965,121.393280035446665,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
643,64.344647180748723,207.139912501927085,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
644,75.507991683504557,332.832850475161081,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
645,52.470417428888283,167.986195996854917,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
646,55.111447130397465,188.741837471370019,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
647,46.703314893475557,144.972900005545824,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
648,81.985251236405361,389.371523456812952,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
649,1129.365594857913720,1404.419578634616300,,3160,Track,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
650,354.000072142503711,5188.598406000296563,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
651,100.753181862679682,552.499946876407307,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
652,52.216847206800750,169.709973434217602,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
653,165.666696936136844,1312.999288995872121,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
654,104.608926371115842,256.896363512502035,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
655,97.848691758021474,606.167604980269857,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
656,31.140663570047764,58.841122966307822,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
657,95.638183236010974,436.666892486197980,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
658,114.625672495809582,956.464482015187741,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
659,169.380418088348193,1124.466791488105855,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
660,93.545828991453945,378.563908487091680,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
661,268.182984567391600,4463.481587434102039,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
662,46.546186271855056,151.208481477796795,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
663,41.357129639274909,106.484876019736930,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
664,43.240678566753161,116.573163995628136,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
665,66.710066116107967,255.293831506758323,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
666,29.066404801396509,61.121593494146552,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
667,41.139286536929966,103.225292514726959,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
668,100.900335767720904,583.095117488855294,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
669,33.525174464381443,70.232642027352924,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
670,111.933217720565381,654.159964991750030,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
671,56.206290177905544,197.398266966284268,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
672,25.982963740709746,53.571301508126837,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
673,64.080496212045148,186.737639006065649,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
674,864.771597178186994,1603.625363922019460,,3160,Track,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
675,147.458540160362674,1330.544212955291869,,3110,Basketball Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
676,87.566016126464660,473.433051021265783,,3120,Tennis Court,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
677,397.801603520119841,9775.401552624249234,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
678,33.543701990184019,41.094792502062845,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
679,122.131707610593736,694.982459915575532,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
680,329.153396272215446,6532.478679064400239,,3130,Baseball Field,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
681,117.500645483843726,524.585739002397304,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
682,46.641228751866130,133.357644032513122,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
683,70.381935031198807,292.739031996205085,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
684,56.269010536622197,204.260099499483147,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
685,36.697986722405773,83.624084004252012,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
686,821.525593444171022,2216.654771480885756,,3160,Track,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
687,50.218321253553881,139.273602030424371,,3170,Other Recreational Area,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,A
